#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
10450,2018-02-05 04:56:49.87,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
130,2018-02-05 05:34:23.02,40.818829,14.13417,0.75,D,0.7,0.3,flegrei,earthquake,Bollettino
10449,2018-02-05 08:43:07.68,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10448,2018-02-05 08:43:41.69,,,,,,,flegrei,earthquake,Bollettino
10447,2018-02-05 09:43:35.35,40.8195,14.13383,0.83,D,-0.3,0.3,flegrei,earthquake,Bollettino
131,2018-02-05 11:04:12.6,40.819172,14.134,1.01,D,0.2,0.3,flegrei,earthquake,Bollettino
10445,2018-02-05 19:07:24.15,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
132,2018-02-05 23:18:30.62,40.820332,14.13233,1.21,D,0.1,0.3,flegrei,earthquake,Bollettino
10430,2018-02-12 20:35:05.46,40.82283,14.1315,1.22,D,-0.5,0.3,flegrei,earthquake,Bollettino
10429,2018-02-12 20:35:32.9,40.82283,14.1335,1.27,D,-0.8,0.3,flegrei,earthquake,Bollettino
10428,2018-02-12 20:35:50.71,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10427,2018-02-12 20:36:39.57,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10426,2018-02-12 20:37:00.15,40.825161,14.13067,1.13,D,-0.5,0.3,flegrei,earthquake,Bollettino
10425,2018-02-12 20:37:53.84,40.825001,14.13,0.97,D,-0.8,0.3,flegrei,earthquake,Bollettino
133,2018-02-16 01:44:07.68,40.823002,14.1475,1.35,D,-0.1,0.3,flegrei,earthquake,Bollettino
10408,2018-02-19 10:40:47.64,40.827171,14.14233,0.66,D,-0.5,0.3,flegrei,earthquake,Bollettino
10407,2018-02-19 10:40:50.21,40.827332,14.1425,0.59,D,-0.3,0.3,flegrei,earthquake,Bollettino
10406,2018-02-19 10:44:25.5,40.824669,14.1425,0.83,,,,flegrei,earthquake,Bollettino
10405,2018-02-19 10:44:28.01,40.82917,14.14267,0.8,D,-0.5,0.3,flegrei,earthquake,Bollettino
10404,2018-02-19 19:52:58.66,40.820671,14.15167,0.71,D,-0.1,0.3,flegrei,earthquake,Bollettino
10401,2018-02-22 06:12:06.47,40.824329,14.14217,1.3,D,-0.3,0.3,flegrei,earthquake,Bollettino
10398,2018-02-23 11:21:22.35,40.824829,14.14217,0.67,D,-0.5,0.3,flegrei,earthquake,Bollettino
139,2018-02-27 10:05:28.13,40.823667,14.1275,0.94,,,,flegrei,earthquake,Automatico
10390,2018-02-28 03:42:53.43,40.82233,14.14183,0.94,D,-0.3,0.3,flegrei,earthquake,Bollettino
140,2018-02-28 03:51:12.17,40.824167,14.122667,0.74,,,,flegrei,earthquake,Automatico
10342,2018-03-12 13:34:57.03,40.8255,14.14733,1.47,D,0.4,0.3,flegrei,earthquake,Bollettino
10341,2018-03-12 13:35:53.95,40.826832,14.14967,1.73,D,0.8,0.3,flegrei,earthquake,Bollettino
10340,2018-03-12 13:37:15.99,40.827,14.14917,1.58,D,1.0,0.3,flegrei,earthquake,Bollettino
10339,2018-03-12 13:38:34.29,40.83083,14.14433,1.84,D,0.9,0.3,flegrei,earthquake,Bollettino
10338,2018-03-12 13:40:46.22,40.827999,14.14783,2.12,D,1.1,0.3,flegrei,earthquake,Bollettino
149,2018-03-12 13:41:23.02,40.83083,14.147,2.18,D,1.4,0.3,flegrei,earthquake,Bollettino
10337,2018-03-12 13:42:42.24,40.826672,14.15167,1.66,D,0.6,0.3,flegrei,earthquake,Bollettino
10336,2018-03-12 13:44:25.74,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
10335,2018-03-12 13:45:36.14,40.825829,14.15167,1.74,D,1.3,0.3,flegrei,earthquake,Bollettino
10334,2018-03-12 13:46:51.55,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
150,2018-03-12 13:47:42.71,40.828171,14.146,1.84,D,0.8,0.3,flegrei,earthquake,Bollettino
10333,2018-03-12 13:50:08.64,,,,,,,flegrei,earthquake,Bollettino
151,2018-03-12 13:50:12.99,40.83083,14.14867,2.37,D,1.4,0.3,flegrei,earthquake,Bollettino
10332,2018-03-12 13:54:52.82,40.82917,14.14583,1.74,D,1.0,0.3,flegrei,earthquake,Bollettino
152,2018-03-12 13:58:05.64,40.832668,14.14483,2.42,D,1.8,0.3,flegrei,earthquake,Bollettino
10331,2018-03-12 14:03:48.14,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10330,2018-03-12 14:05:14.4,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10329,2018-03-12 14:05:28.35,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10328,2018-03-12 14:06:14.97,40.826328,14.14533,1.64,D,0.6,0.3,flegrei,earthquake,Bollettino
10327,2018-03-12 14:07:36.51,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10326,2018-03-12 14:08:56.14,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
153,2018-03-12 14:09:06.39,40.831333,14.146333,2.57,D,2.4,0.3,flegrei,earthquake,Bollettino
154,2018-03-12 14:11:21.12,40.824501,14.14383,1.51,D,0.4,0.3,flegrei,earthquake,Bollettino
10325,2018-03-12 14:11:43.43,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10324,2018-03-12 14:13:25.61,,,,,,,flegrei,earthquake,Bollettino
10323,2018-03-12 14:19:32.16,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10322,2018-03-12 14:21:37.85,40.827839,14.14417,1.81,D,0.4,0.3,flegrei,earthquake,Bollettino
10321,2018-03-12 14:24:40.19,40.828671,14.15167,1.38,D,-0.1,0.3,flegrei,earthquake,Bollettino
10320,2018-03-12 14:25:37.89,40.831329,14.15167,1.17,D,-0.8,0.3,flegrei,earthquake,Bollettino
155,2018-03-12 14:25:42.96,40.828331,14.15833,1.29,D,1.2,0.3,flegrei,earthquake,Bollettino
10319,2018-03-12 14:34:18.5,40.8265,14.1495,1.71,D,0.4,0.3,flegrei,earthquake,Bollettino
10318,2018-03-12 14:39:41.34,40.824829,14.14917,1.8,D,0.7,0.3,flegrei,earthquake,Bollettino
10317,2018-03-12 14:39:49.78,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
10316,2018-03-12 14:39:56.49,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10315,2018-03-12 14:44:29.02,40.828671,14.149,2.01,D,0.9,0.3,flegrei,earthquake,Bollettino
10314,2018-03-12 14:57:09.2,40.831329,14.15167,1.27,D,-0.5,0.3,flegrei,earthquake,Bollettino
10313,2018-03-12 14:57:22.6,40.831329,14.15167,1.13,D,-0.5,0.3,flegrei,earthquake,Bollettino
156,2018-03-12 14:58:59.87,40.828999,14.14283,2.0,D,1.3,0.3,flegrei,earthquake,Bollettino
10312,2018-03-12 15:03:13.07,40.827171,14.15167,1.78,D,0.5,0.3,flegrei,earthquake,Bollettino
157,2018-03-12 15:12:46.62,40.831329,14.14883,2.14,D,1.4,0.3,flegrei,earthquake,Bollettino
10311,2018-03-12 15:22:01.5,40.827332,14.15167,2.17,D,-0.1,0.3,flegrei,earthquake,Bollettino
10310,2018-03-12 15:35:46.88,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
159,2018-03-20 04:47:02.22,40.709667,14.036333,1.95,,,,flegrei,earthquake,Automatico
160,2018-03-21 00:59:30.33,40.826832,14.14283,0.81,D,1.0,0.3,flegrei,earthquake,Bollettino
10298,2018-03-21 01:29:18.39,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
10297,2018-03-21 01:29:23.95,40.828331,14.143,0.55,,,,flegrei,earthquake,Bollettino
10296,2018-03-21 01:29:25.87,40.827171,14.1435,0.9,D,-0.5,0.3,flegrei,earthquake,Bollettino
10295,2018-03-21 01:29:33.2,40.8265,14.1425,0.91,D,0.2,0.3,flegrei,earthquake,Bollettino
10294,2018-03-21 01:38:33.15,40.827839,14.14467,0.88,D,-0.1,0.3,flegrei,earthquake,Bollettino
10293,2018-03-22 06:52:55.49,40.827171,14.14333,0.84,D,-0.5,0.3,flegrei,earthquake,Bollettino
10292,2018-03-22 06:53:00.05,40.82967,14.14317,0.76,D,-0.1,0.3,flegrei,earthquake,Bollettino
10291,2018-03-22 06:55:42.42,40.828831,14.1415,0.49,D,-0.8,0.3,flegrei,earthquake,Bollettino
10290,2018-03-22 06:56:26.41,40.827332,14.1435,0.48,D,-0.3,0.3,flegrei,earthquake,Bollettino
10289,2018-03-22 06:59:57.77,40.824501,14.14367,0.66,D,0.2,0.3,flegrei,earthquake,Bollettino
10288,2018-03-22 07:00:40.9,40.827999,14.14267,0.95,D,-0.5,0.3,flegrei,earthquake,Bollettino
10287,2018-03-22 13:44:51.44,40.824501,14.14567,0.57,D,-1.1,0.3,flegrei,earthquake,Bollettino
168,2018-03-24 23:03:48.829,40.919,14.138833,0.92,,,,flegrei,earthquake,Automatico
10279,2018-03-29 21:28:35.54,40.828331,14.14283,1.15,D,0.4,0.3,flegrei,earthquake,Bollettino
179,2018-03-31 11:31:41.05,40.82283,14.15167,1.42,D,0.8,0.3,flegrei,earthquake,Bollettino
10269,2018-04-05 02:43:38.1,40.823002,14.14483,0.79,D,0.1,0.3,flegrei,earthquake,Bollettino
10268,2018-04-05 03:07:46.57,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10267,2018-04-06 18:24:08.53,40.831501,14.14233,0.49,D,-0.5,0.3,flegrei,earthquake,Bollettino
187,2018-04-07 06:57:29.4,40.8255,14.14317,1.09,D,0.2,0.3,flegrei,earthquake,Bollettino
10251,2018-04-17 03:00:41.8,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10250,2018-04-17 03:00:59.55,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
205,2018-04-17 05:52:41.91,40.8315,14.13483,1.53,D,-0.3,0.3,flegrei,earthquake,Bollettino
206,2018-04-17 05:58:21.14,40.831501,14.13067,1.61,D,-0.8,0.3,flegrei,earthquake,Bollettino
10248,2018-04-17 17:05:20.3,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10247,2018-04-17 17:05:31.82,40.825829,14.142,1.37,D,-0.3,0.3,flegrei,earthquake,Bollettino
10246,2018-04-17 17:42:11.35,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10245,2018-04-17 17:47:20.5,40.82917,14.14083,1.17,D,0.2,0.3,flegrei,earthquake,Bollettino
10241,2018-04-19 04:34:51.77,40.823002,14.14583,1.37,D,-0.8,0.3,flegrei,earthquake,Bollettino
10240,2018-04-19 04:34:57.15,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10239,2018-04-19 04:35:02.25,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
214,2018-04-21 04:26:17.33,40.827332,14.14,0.92,D,1.7,0.3,flegrei,earthquake,Bollettino
233,2018-04-26 12:16:49.23,40.82967,14.12917,1.8,D,0.9,0.3,flegrei,earthquake,Bollettino
234,2018-04-26 12:44:40.2,40.812833,14.119667,0.5,,,,flegrei,earthquake,Automatico
10215,2018-04-26 12:44:41.51,40.83017,14.128,1.73,D,1.0,0.3,flegrei,earthquake,Bollettino
10214,2018-04-26 12:45:00.12,40.834332,14.12117,1.82,D,0.2,0.3,flegrei,earthquake,Bollettino
10213,2018-04-26 12:54:54.01,,,,D,0.4,0.3,flegrei,earthquake,Bollettino
10212,2018-04-26 13:03:16.86,40.830502,14.12767,1.71,D,0.6,0.3,flegrei,earthquake,Bollettino
235,2018-04-26 13:09:21.74,40.827671,14.12967,1.7,D,0.4,0.3,flegrei,earthquake,Bollettino
236,2018-04-26 16:00:53.24,40.82983,14.1295,1.82,D,1.2,0.3,flegrei,earthquake,Bollettino
252,2018-05-01 22:42:29.339,40.7044,13.9588,2.16,,,,flegrei,earthquake,Automatico
10186,2018-05-02 10:47:54.05,40.824501,14.14283,1.57,D,0.2,0.3,flegrei,earthquake,Bollettino
10180,2018-05-04 19:38:44.45,40.827171,14.14217,0.66,D,-0.5,0.3,flegrei,earthquake,Bollettino
10178,2018-05-07 18:49:04.45,40.841,14.14333,1.08,D,-0.1,0.3,flegrei,earthquake,Bollettino
10177,2018-05-07 18:57:14.84,40.842831,14.14133,1.0,D,0.2,0.3,flegrei,earthquake,Bollettino
309,2018-05-26 19:08:26.56,40.835331,14.1115,1.71,D,1.1,0.3,flegrei,earthquake,Bollettino
10083,2018-05-27 13:53:47.01,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10082,2018-05-30 19:05:38.1,40.82233,14.14167,0.73,D,-0.3,0.3,flegrei,earthquake,Bollettino
10081,2018-05-30 19:05:40.73,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
10070,2018-06-04 19:25:19.09,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
10054,2018-06-06 02:14:11.02,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10043,2018-06-10 01:43:06.59,40.825001,14.16517,0.66,D,0.2,0.3,flegrei,earthquake,Bollettino
10042,2018-06-10 01:44:17.82,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
363,2018-06-10 02:40:47.9,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
365,2018-06-10 02:57:26.41,40.831329,14.16117,0.95,D,0.5,0.3,flegrei,earthquake,Bollettino
10037,2018-06-10 07:14:06.33,40.831329,14.1605,1.19,D,0.4,0.3,flegrei,earthquake,Bollettino
10029,2018-06-14 21:02:50.51,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10028,2018-06-14 21:55:30.08,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10027,2018-06-14 21:57:33,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
10026,2018-06-14 21:57:35.05,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
381,2018-06-14 21:57:37.03,40.82333,14.14167,0.72,D,1.5,0.3,flegrei,earthquake,Bollettino
10025,2018-06-14 21:58:03.69,40.823002,14.14183,0.5,D,-0.5,0.3,flegrei,earthquake,Bollettino
10024,2018-06-14 21:59:03.86,40.82383,14.14183,0.49,D,0.2,0.3,flegrei,earthquake,Bollettino
382,2018-06-14 22:13:24.07,40.823002,14.1395,0.57,D,1.1,0.3,flegrei,earthquake,Bollettino
10023,2018-06-15 20:32:15.72,40.8255,14.145,0.91,D,-0.8,0.3,flegrei,earthquake,Bollettino
394,2018-06-19 00:40:32.63,40.805833,14.132333,0.85,,,,flegrei,earthquake,Automatico
397,2018-06-19 08:01:52.48,40.82317,14.1385,1.31,D,-0.3,0.3,flegrei,earthquake,Bollettino
398,2018-06-19 08:05:50.67,40.821831,14.13917,1.07,D,-0.5,0.3,flegrei,earthquake,Bollettino
10021,2018-06-19 08:06:27.54,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
10020,2018-06-19 08:31:38.98,40.82267,14.13583,1.16,D,-0.3,0.3,flegrei,earthquake,Bollettino
10019,2018-06-19 09:46:27.16,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
409,2018-06-22 01:20:01.319,40.822333,14.124,0.77,,,,flegrei,earthquake,Automatico
411,2018-06-22 07:54:35.4,40.7775,14.100667,0.85,,,,flegrei,earthquake,Automatico
414,2018-06-25 16:08:30.02,40.82317,14.13617,0.73,D,1.1,0.3,flegrei,earthquake,Bollettino
416,2018-06-25 21:53:37.98,40.817167,14.132,0.38,,,,flegrei,earthquake,Automatico
10013,2018-06-25 21:53:39.33,40.831501,14.14233,1.38,D,0.5,0.3,flegrei,earthquake,Bollettino
415,2018-06-25 21:53:55.36,40.828671,14.14017,1.02,D,0.1,0.3,flegrei,earthquake,Bollettino
10012,2018-06-25 21:57:23.42,40.826,14.14133,1.22,D,0.1,0.3,flegrei,earthquake,Bollettino
10011,2018-06-25 21:57:32.93,40.831501,14.14267,1.35,D,0.1,0.3,flegrei,earthquake,Bollettino
417,2018-06-25 22:06:22.11,40.82983,14.14167,1.04,D,0.4,0.3,flegrei,earthquake,Bollettino
10010,2018-06-25 22:26:01.9,40.825668,14.14283,0.92,D,-0.3,0.3,flegrei,earthquake,Bollettino
10009,2018-06-25 22:34:27.3,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
10008,2018-06-28 02:47:26.62,40.823502,14.1435,0.73,D,-0.5,0.3,flegrei,earthquake,Bollettino
422,2018-06-28 02:47:49.13,40.824829,14.14433,1.23,D,0.6,0.3,flegrei,earthquake,Bollettino
10007,2018-06-28 02:48:20.83,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
423,2018-06-28 02:48:51.42,40.822498,14.14333,0.93,D,0.9,0.3,flegrei,earthquake,Bollettino
10006,2018-06-28 10:37:03.98,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
10005,2018-06-28 10:37:57.07,40.82233,14.146,0.82,D,-0.3,0.3,flegrei,earthquake,Bollettino
10004,2018-06-29 17:10:05.35,,,,,,,flegrei,earthquake,Bollettino
10003,2018-06-29 17:10:07.93,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
10002,2018-06-29 17:11:10.35,,,,,,,flegrei,earthquake,Bollettino
10001,2018-06-29 17:11:16.16,,,,,,,flegrei,earthquake,Bollettino
10000,2018-06-29 17:11:21.34,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
9999,2018-06-29 17:11:40.99,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
428,2018-06-29 17:30:09.4,40.821671,14.13567,1.09,D,0.5,0.3,flegrei,earthquake,Bollettino
433,2018-07-01 14:39:30.46,40.820839,14.13017,1.15,D,0.5,0.3,flegrei,earthquake,Bollettino
9998,2018-07-01 14:40:37.53,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
9996,2018-07-02 01:03:05.41,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
9995,2018-07-03 11:54:23.08,40.831001,14.14067,1.32,D,0.5,0.3,flegrei,earthquake,Bollettino
436,2018-07-03 21:02:57.77,40.819832,14.137,0.79,D,0.1,0.3,flegrei,earthquake,Bollettino
451,2018-07-08 07:44:07.31,40.820171,14.13367,1.21,D,0.1,0.3,flegrei,earthquake,Bollettino
452,2018-07-08 14:34:45.15,40.821671,14.13333,1.68,D,0.7,0.3,flegrei,earthquake,Bollettino
453,2018-07-08 14:59:08.48,40.821831,14.1325,1.2,D,0.4,0.3,flegrei,earthquake,Bollettino
9988,2018-07-08 17:55:59.11,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
454,2018-07-09 23:26:09.11,40.818161,14.13867,0.75,D,0.2,0.3,flegrei,earthquake,Bollettino
455,2018-07-10 00:17:45.58,40.818501,14.13783,0.74,D,0.4,0.3,flegrei,earthquake,Bollettino
9987,2018-07-10 00:31:26.71,40.824001,14.14267,0.97,D,-0.3,0.3,flegrei,earthquake,Bollettino
9986,2018-07-10 01:54:24.3,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
457,2018-07-10 01:55:00.9,40.6776,14.1178,2.88,,,,flegrei,earthquake,Automatico
459,2018-07-10 01:55:04.91,40.819,14.1385,1.21,D,0.5,0.3,flegrei,earthquake,Bollettino
458,2018-07-10 01:55:29.71,40.82317,14.135,1.56,D,0.1,0.3,flegrei,earthquake,Bollettino
462,2018-07-10 22:48:31.28,40.838669,14.13617,1.62,D,0.6,0.3,flegrei,earthquake,Bollettino
9984,2018-07-12 20:03:40.09,40.826328,14.14417,0.78,D,-0.8,0.3,flegrei,earthquake,Bollettino
9981,2018-07-13 05:13:11.46,40.819172,14.151,0.56,D,-0.1,0.3,flegrei,earthquake,Bollettino
474,2018-07-14 00:39:37.75,40.830669,14.14117,1.41,D,-0.1,0.3,flegrei,earthquake,Bollettino
9978,2018-07-16 00:15:58.6,40.825668,14.1445,0.9,D,-0.5,0.3,flegrei,earthquake,Bollettino
9977,2018-07-16 00:16:12.88,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
