#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
20757,2015-02-02 21:59:27.68,,,,D,0.4,0.3,flegrei,earthquake,Bollettino
20756,2015-02-02 22:01:06.66,40.840172,14.12867,1.06,D,0.9,0.3,flegrei,earthquake,Bollettino
20755,2015-02-25 21:08:55.91,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
20754,2015-02-25 21:09:16.09,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
20753,2015-02-25 21:09:28.39,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20752,2015-02-25 21:10:10.27,40.837669,14.13567,1.07,D,-0.1,0.3,flegrei,earthquake,Bollettino
20751,2015-02-25 21:10:18.66,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20750,2015-03-02 19:45:49.9,40.820671,14.13933,1.28,D,-0.3,0.3,flegrei,earthquake,Bollettino
20749,2015-03-02 19:46:08.09,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
20748,2015-03-02 19:48:02.36,40.820671,14.138,1.62,D,-0.3,0.3,flegrei,earthquake,Bollettino
20747,2015-03-02 19:48:12.91,40.820671,14.1405,1.74,D,0.7,0.3,flegrei,earthquake,Bollettino
20746,2015-03-02 21:17:34.59,40.820671,14.13933,1.45,D,0.2,0.3,flegrei,earthquake,Bollettino
20745,2015-03-03 22:10:56.59,40.819328,14.15167,1.28,D,-0.1,0.3,flegrei,earthquake,Bollettino
20744,2015-03-03 22:31:26.32,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20743,2015-03-03 22:36:26.82,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
20742,2015-03-03 22:36:31.04,40.821331,14.15167,1.17,D,0.4,0.3,flegrei,earthquake,Bollettino
20741,2015-03-03 22:40:14.52,40.821331,14.14617,0.07,D,-0.5,0.3,flegrei,earthquake,Bollettino
20740,2015-03-03 22:42:29.37,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20739,2015-03-03 22:42:59.12,40.824829,14.14617,1.17,D,-0.1,0.3,flegrei,earthquake,Bollettino
20738,2015-03-03 22:43:18.72,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20737,2015-03-03 22:44:14.19,40.821331,14.1455,0.72,D,-0.5,0.3,flegrei,earthquake,Bollettino
20736,2015-03-03 22:44:26.99,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20735,2015-03-03 22:46:25.13,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20734,2015-03-03 22:47:24.76,40.820332,14.14967,1.32,D,-0.5,0.3,flegrei,earthquake,Bollettino
4247,2015-03-03 22:49:47.68,40.826672,14.1455,1.72,D,1.8,0.3,flegrei,earthquake,Bollettino
20733,2015-03-03 22:59:40.75,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
20732,2015-03-03 23:09:19.61,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
20731,2015-03-07 11:31:49.74,40.821499,14.14433,0.46,D,-1.1,0.3,flegrei,earthquake,Bollettino
20730,2015-03-07 11:32:55.89,40.820499,14.14317,0.11,D,-1.1,0.3,flegrei,earthquake,Bollettino
20729,2015-03-07 13:32:50.45,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
20728,2015-03-13 03:16:59.59,40.820671,14.136,1.11,D,-1.1,0.3,flegrei,earthquake,Bollettino
20727,2015-03-13 03:21:11.89,,,,,,,flegrei,earthquake,Bollettino
20726,2015-03-13 03:21:14.74,40.82267,14.13833,1.32,D,-0.5,0.3,flegrei,earthquake,Bollettino
20725,2015-03-16 04:42:22.99,40.821499,14.14367,0.32,D,-0.5,0.3,flegrei,earthquake,Bollettino
20724,2015-03-16 04:42:39.58,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20723,2015-03-21 23:28:54.97,40.826672,14.14183,1.1,D,0.2,0.3,flegrei,earthquake,Bollettino
20722,2015-03-25 00:48:09.97,40.823669,14.13533,1.63,D,-0.3,0.3,flegrei,earthquake,Bollettino
20721,2015-03-27 04:37:47.35,,,,,,,flegrei,earthquake,Bollettino
20720,2015-03-27 04:37:52.43,,,,,,,flegrei,earthquake,Bollettino
20719,2015-03-27 04:38:05.36,,,,,,,flegrei,earthquake,Bollettino
20718,2015-03-27 04:38:26.64,40.824829,14.136,1.66,D,-0.5,0.3,flegrei,earthquake,Bollettino
20717,2015-03-27 07:22:48.62,40.825668,14.14017,2.28,D,-0.5,0.3,flegrei,earthquake,Bollettino
20716,2015-03-27 07:23:03.71,40.82233,14.136,1.71,D,-0.3,0.3,flegrei,earthquake,Bollettino
20715,2015-03-27 07:31:18.73,40.821331,14.13583,1.33,D,-0.3,0.3,flegrei,earthquake,Bollettino
20714,2015-03-27 07:31:27.85,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
20713,2015-03-27 07:31:37.81,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
20711,2015-04-20 23:06:21.3,40.821171,14.14867,1.17,D,0.5,0.3,flegrei,earthquake,Bollettino
20710,2015-04-25 18:25:41.47,40.821999,14.143,0.16,D,-0.3,0.3,flegrei,earthquake,Bollettino
20709,2015-05-03 04:06:02.56,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
20708,2015-05-03 04:06:07.1,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
20707,2015-05-03 04:07:40.25,40.826672,14.1355,1.56,D,-0.5,0.3,flegrei,earthquake,Bollettino
20705,2015-05-09 05:53:19.91,40.821999,14.142,0.42,D,-0.1,0.3,flegrei,earthquake,Bollettino
20704,2015-05-09 08:31:26.82,40.821331,14.14317,0.19,D,-0.5,0.3,flegrei,earthquake,Bollettino
20701,2015-05-20 03:43:03.89,40.8265,14.13833,2.4,D,-0.1,0.3,flegrei,earthquake,Bollettino
20700,2015-05-21 03:26:38.34,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
20699,2015-06-02 17:17:05.98,40.831501,14.12933,1.48,D,-0.5,0.3,flegrei,earthquake,Bollettino
20698,2015-06-02 17:17:33.01,40.831501,14.1325,1.76,D,-0.5,0.3,flegrei,earthquake,Bollettino
20697,2015-06-02 17:20:50.31,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
20696,2015-06-02 17:22:14.29,40.831501,14.12967,1.35,D,-0.3,0.3,flegrei,earthquake,Bollettino
20695,2015-06-02 19:47:45.15,40.831829,14.1265,0.83,D,-0.3,0.3,flegrei,earthquake,Bollettino
20694,2015-06-06 10:49:35.17,40.82333,14.12983,2.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
20693,2015-06-06 19:10:05.38,40.82317,14.12817,1.11,D,0.4,0.3,flegrei,earthquake,Bollettino
