#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
15812,2022-01-01 01:59:53.42,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6427,2022-01-01 05:46:11.34,40.828999,14.1442,1.75,D,0.23,0.3,flegrei,earthquake,Bollettino
6429,2022-01-01 05:46:21.56,40.831001,14.149,2.34,D,0.09,0.3,flegrei,earthquake,Bollettino
6430,2022-01-01 08:01:02.17,,,,D,-0.27,0.3,flegrei,earthquake,Bollettino
6431,2022-01-01 08:01:17.51,40.819,14.146,0.89,D,-0.27,0.3,flegrei,earthquake,Bollettino
15811,2022-01-01 20:06:44.4,40.831501,14.1427,1.57,D,-0.49,0.3,flegrei,earthquake,Bollettino
6436,2022-01-01 20:13:58.07,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
6437,2022-01-01 20:32:45.59,40.8265,14.142,2.28,D,-0.08,0.3,flegrei,earthquake,Bollettino
6438,2022-01-01 20:33:47.1,40.827801,14.1418,2.09,D,-0.49,0.3,flegrei,earthquake,Bollettino
15810,2022-01-01 20:33:52.93,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
6439,2022-01-01 20:34:09.06,,,,,,,flegrei,earthquake,Bollettino
6440,2022-01-01 20:34:45.55,40.826,14.1402,2.4,D,0.36,0.3,flegrei,earthquake,Bollettino
15809,2022-01-01 20:34:54.69,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6441,2022-01-01 20:35:29.38,40.828999,14.1487,2.33,D,-0.08,0.3,flegrei,earthquake,Bollettino
6443,2022-01-01 20:39:55.99,40.826801,14.1423,1.82,D,0.09,0.3,flegrei,earthquake,Bollettino
6444,2022-01-01 20:40:12.89,40.827499,14.1402,1.63,D,-0.08,0.3,flegrei,earthquake,Bollettino
15808,2022-01-01 20:40:32.09,,,,D,-1.11,0.3,flegrei,earthquake,Bollettino
6445,2022-01-01 20:40:45.62,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
15807,2022-01-01 20:40:51.52,,,,D,-0.27,0.3,flegrei,earthquake,Bollettino
6446,2022-01-01 20:52:20.5,40.827,14.1402,1.87,D,-0.27,0.3,flegrei,earthquake,Bollettino
6448,2022-01-02 04:27:15.25,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
6451,2022-01-02 09:06:43.65,40.828201,14.1417,1.88,D,0.09,0.3,flegrei,earthquake,Bollettino
6456,2022-01-02 21:48:45.45,40.831001,14.1405,1.85,D,0.09,0.3,flegrei,earthquake,Bollettino
6458,2022-01-03 04:57:56.62,40.8307,14.1402,1.25,D,0.09,0.3,flegrei,earthquake,Bollettino
6459,2022-01-03 05:38:20.8,40.826302,14.136,2.0,D,1.15,0.3,flegrei,earthquake,Bollettino
15806,2022-01-03 09:06:41.57,40.828201,14.1402,1.55,D,-0.08,0.3,flegrei,earthquake,Bollettino
15805,2022-01-03 19:24:20.73,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
6464,2022-01-04 08:57:58.13,40.821301,14.1402,1.38,D,-0.49,0.3,flegrei,earthquake,Bollettino
15804,2022-01-04 11:30:45.1,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
15803,2022-01-04 11:47:52.25,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6465,2022-01-04 11:49:57.72,,,,D,-0.08,0.3,flegrei,earthquake,Bollettino
15802,2022-01-04 12:05:54,,,,D,-1.11,0.3,flegrei,earthquake,Bollettino
6466,2022-01-04 12:49:03.37,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
6467,2022-01-04 13:03:37.2,40.829201,14.1313,1.45,D,0.23,0.3,flegrei,earthquake,Bollettino
6468,2022-01-04 13:04:38.38,40.830299,14.1337,1.85,D,0.09,0.3,flegrei,earthquake,Bollettino
15801,2022-01-04 18:30:58.01,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6469,2022-01-04 22:14:14.39,,,,,,,flegrei,earthquake,Bollettino
6470,2022-01-04 22:14:22.79,40.819302,14.1357,1.78,,,,flegrei,earthquake,Bollettino
15800,2022-01-04 22:14:30.29,,,,D,-0.27,0.3,flegrei,earthquake,Bollettino
6471,2022-01-04 22:14:54.88,40.820202,14.1315,1.52,D,0.09,0.3,flegrei,earthquake,Bollettino
6472,2022-01-04 22:16:07.42,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
15799,2022-01-05 00:07:51.43,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
15798,2022-01-05 00:08:29.08,40.827702,14.1427,0.96,D,-0.08,0.3,flegrei,earthquake,Bollettino
6474,2022-01-05 00:14:14.46,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6475,2022-01-05 00:20:57.61,40.818501,14.1338,1.7,D,0.86,0.3,flegrei,earthquake,Bollettino
6476,2022-01-05 00:21:33.71,,,,D,-0.27,0.3,flegrei,earthquake,Bollettino
15797,2022-01-05 00:42:11.11,40.820301,14.1345,1.66,D,1.27,0.3,flegrei,earthquake,Bollettino
6478,2022-01-05 02:46:58.12,40.839298,14.1207,2.84,D,0.48,0.3,flegrei,earthquake,Bollettino
6479,2022-01-05 03:09:13.29,40.831501,14.1408,0.95,D,0.09,0.3,flegrei,earthquake,Bollettino
15796,2022-01-05 03:11:06.68,40.826698,14.141,1.2,,,,flegrei,earthquake,Bollettino
15795,2022-01-05 03:12:49.26,40.827,14.1427,1.03,D,0.09,0.3,flegrei,earthquake,Bollettino
15794,2022-01-05 03:13:49.09,,,,D,-1.11,0.3,flegrei,earthquake,Bollettino
15793,2022-01-05 03:14:13.3,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6481,2022-01-05 07:21:39.26,40.831501,14.138,1.12,D,0.23,0.3,flegrei,earthquake,Bollettino
6483,2022-01-05 13:06:34.69,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6484,2022-01-05 18:26:44.24,40.828201,14.1432,1.89,D,-0.08,0.3,flegrei,earthquake,Bollettino
6486,2022-01-05 20:57:00.95,40.8255,14.1347,2.4,D,-0.27,0.3,flegrei,earthquake,Bollettino
15792,2022-01-06 03:18:56.46,,,,D,-0.08,0.3,flegrei,earthquake,Bollettino
15791,2022-01-06 13:52:23.81,,,,D,-0.27,0.3,flegrei,earthquake,Bollettino
15790,2022-01-06 14:00:43.18,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
15789,2022-01-06 14:11:44.1,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
15788,2022-01-06 15:22:16.59,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6489,2022-01-06 15:26:55.39,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
15787,2022-01-06 18:50:01.68,,,,D,-0.08,0.3,flegrei,earthquake,Bollettino
6490,2022-01-06 18:55:17.34,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6491,2022-01-06 18:56:51.26,40.8228,14.1377,1.57,D,0.36,0.3,flegrei,earthquake,Bollettino
6492,2022-01-06 19:01:45.89,40.824001,14.14,0.81,D,0.23,0.3,flegrei,earthquake,Bollettino
6493,2022-01-06 19:08:38.61,40.823502,14.1387,0.94,D,0.23,0.3,flegrei,earthquake,Bollettino
15786,2022-01-06 19:35:36.66,40.826801,14.1402,1.65,D,-0.76,0.3,flegrei,earthquake,Bollettino
6494,2022-01-06 19:37:15.62,40.828201,14.1437,2.21,D,2.47,0.3,flegrei,earthquake,Bollettino
15785,2022-01-06 19:37:28.26,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6495,2022-01-06 19:38:14.66,40.828201,14.1443,1.62,D,0.86,0.3,flegrei,earthquake,Bollettino
15784,2022-01-06 20:26:35.12,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
6496,2022-01-06 22:47:03.16,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
6497,2022-01-07 04:22:21.33,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
15783,2022-01-07 16:31:15.43,,,,,,,flegrei,earthquake,Bollettino
15782,2022-01-07 18:53:47.25,40.831799,14.1402,1.17,D,-0.27,0.3,flegrei,earthquake,Bollettino
15781,2022-01-07 19:26:06.98,,,,D,-1.11,0.3,flegrei,earthquake,Bollettino
15780,2022-01-07 19:26:22.26,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
15779,2022-01-07 19:38:16.39,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
15778,2022-01-07 22:30:14.25,40.831501,14.1437,1.95,D,-0.27,0.3,flegrei,earthquake,Bollettino
15777,2022/01/08 00:05:27,,,,,,,flegrei,earthquake,Bollettino
6502,2022-01-08 03:36:09.82,,,,D,-0.27,0.3,flegrei,earthquake,Bollettino
15776,2022-01-08 18:33:25.83,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
15775,2022-01-08 18:33:31.29,,,,D,-0.76,0.3,flegrei,earthquake,Bollettino
6503,2022-01-08 20:56:49.27,40.827301,14.1362,1.82,D,0.58,0.3,flegrei,earthquake,Bollettino
6506,2022-01-09 02:09:40.41,40.824001,14.1143,1.78,D,0.09,0.3,flegrei,earthquake,Bollettino
6507,2022-01-09 03:50:00.31,,,,D,0.09,0.3,flegrei,earthquake,Bollettino
15774,2022-01-09 07:10:40.17,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
15773,2022-01-09 07:21:38.8,,,,D,-0.49,0.3,flegrei,earthquake,Bollettino
