#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
21798,2014-02-15 06:00:14.26,40.868832,14.08433,7.24,D,0.1,0.3,flegrei,earthquake,Bollettino
21795,2014-03-20 04:36:23.34,40.826,14.1516,1.8,D,0.9,0.3,flegrei,earthquake,Bollettino
21794,2014-03-23 22:20:32.09,40.831329,14.15667,2.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
21793,2014-03-31 22:59:37.81,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21792,2014-03-31 22:59:41.85,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21791,2014-03-31 23:00:14.03,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21790,2014-03-31 23:01:27.2,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21789,2014-03-31 23:01:30.7,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
21788,2014-03-31 23:01:34.9,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
21787,2014-03-31 23:01:39.06,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
21786,2014-03-31 23:01:44.55,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21785,2014-03-31 23:02:04.96,,,,,,,flegrei,earthquake,Bollettino
21784,2014-03-31 23:02:06.6,,,,,,,flegrei,earthquake,Bollettino
21783,2014-03-31 23:02:07.83,,,,,,,flegrei,earthquake,Bollettino
21782,2014-03-31 23:02:10.28,,,,,,,flegrei,earthquake,Bollettino
21781,2014-03-31 23:02:12.26,,,,,,,flegrei,earthquake,Bollettino
21780,2014-03-31 23:02:13.92,,,,,,,flegrei,earthquake,Bollettino
21779,2014-03-31 23:02:19.55,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
21778,2014-03-31 23:02:25.49,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21777,2014-03-31 23:02:31.64,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21776,2014-03-31 23:02:36.52,,,,,,,flegrei,earthquake,Bollettino
21775,2014-03-31 23:02:45.26,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21774,2014-03-31 23:03:06.3,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21773,2014-03-31 23:03:17.02,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21772,2014-03-31 23:03:35.04,,,,,,,flegrei,earthquake,Bollettino
21771,2014-03-31 23:03:43.08,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21770,2014-03-31 23:03:51.56,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21769,2014-03-31 23:04:03.01,,,,,,,flegrei,earthquake,Bollettino
21768,2014-03-31 23:04:07.53,,,,,,,flegrei,earthquake,Bollettino
21767,2014-03-31 23:04:09.49,,,,,,,flegrei,earthquake,Bollettino
21766,2014-03-31 23:04:20.23,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21765,2014-03-31 23:04:51.82,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
21764,2014-03-31 23:05:34.23,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21763,2014-03-31 23:05:49.38,,,,,,,flegrei,earthquake,Bollettino
21762,2014-03-31 23:05:50.81,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21761,2014-03-31 23:06:08.49,,,,,,,flegrei,earthquake,Bollettino
21760,2014-03-31 23:06:23.59,,,,D,-1.6,0.3,flegrei,earthquake,Bollettino
21759,2014-03-31 23:06:38.16,,,,D,-1.1,0.3,flegrei,earthquake,Bollettino
21758,2014-03-31 23:06:59.95,,,,,,,flegrei,earthquake,Bollettino
21757,2014-03-31 23:07:04.75,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
21756,2014-03-31 23:07:32.79,,,,,,,flegrei,earthquake,Bollettino
21755,2014-03-31 23:07:35.56,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
21754,2014-03-31 23:08:00.93,40.831329,14.14667,2.0,D,-0.1,0.3,flegrei,earthquake,Bollettino
