#EventID,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,MagErr,Area,Type,Level
4439,2021-01-01 02:13:58.52,40.827332,14.13367,1.64,D,1.0,0.3,flegrei,earthquake,Bollettino
4441,2021-01-01 02:40:31.51,40.827671,14.134,1.76,D,0.9,0.3,flegrei,earthquake,Bollettino
4442,2021-01-01 02:44:37.16,40.8117,14.0876,0.25,,,,flegrei,earthquake,Automatico
14664,2021-01-01 16:15:35.22,,,,D,-0.1,0.3,flegrei,earthquake,Bollettino
4444,2021-01-01 23:12:58.91,40.831001,14.1255,1.73,D,0.6,0.3,flegrei,earthquake,Bollettino
4445,2021-01-02 01:02:32.34,,,,D,0.2,0.3,flegrei,earthquake,Bollettino
4446,2021-01-02 01:40:14.3,,,,D,0.4,0.3,flegrei,earthquake,Bollettino
4447,2021-01-02 02:20:53.92,,,,D,0.2,0.3,flegrei,earthquake,Bollettino
4448,2021-01-02 03:28:03.86,40.827839,14.12467,1.73,D,0.1,0.3,flegrei,earthquake,Bollettino
4449,2021-01-02 09:00:07.92,40.827671,14.1325,1.97,D,1.1,0.3,flegrei,earthquake,Bollettino
4450,2021-01-02 09:00:32.88,40.825329,14.13267,1.94,D,0.2,0.3,flegrei,earthquake,Bollettino
4451,2021-01-02 09:18:10.19,40.825329,14.13067,1.58,D,1.6,0.3,flegrei,earthquake,Bollettino
4452,2021-01-02 13:46:15.12,40.821671,14.13717,2.45,D,0.6,0.3,flegrei,earthquake,Bollettino
14663,2021-01-02 20:56:13.31,,,,D,0.1,0.3,flegrei,earthquake,Bollettino
4465,2021-01-02 21:09:19.53,40.824329,14.14117,1.33,D,-0.1,0.3,flegrei,earthquake,Bollettino
4453,2021-01-02 21:49:14.76,40.825668,14.13667,1.2,D,0.5,0.3,flegrei,earthquake,Bollettino
14662,2021-01-02 21:51:51.36,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
4454,2021-01-03 07:45:43.79,40.831501,14.14017,1.74,D,-0.1,0.3,flegrei,earthquake,Bollettino
4455,2021-01-03 08:01:43.11,40.827999,14.13833,1.49,D,0.2,0.3,flegrei,earthquake,Bollettino
14661,2021-01-03 08:02:17.2,,,,D,-0.8,0.3,flegrei,earthquake,Bollettino
4466,2021-01-03 08:35:36.1,40.828331,14.14067,1.02,D,-0.5,0.3,flegrei,earthquake,Bollettino
4458,2021-01-03 18:03:37.41,40.828999,14.13667,1.25,D,0.5,0.3,flegrei,earthquake,Bollettino
14659,2021-01-03 18:26:42.11,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
14658,2021-01-04 04:42:02.97,,,,D,-0.5,0.3,flegrei,earthquake,Bollettino
14657,2021-01-04 05:33:34.14,,,,D,-0.3,0.3,flegrei,earthquake,Bollettino
